snumber,regine,main,region,altitude,lon,lat,Ttrend_deg/yr
8000004,80,4,vest,661.0,5.78580590887,61.2034222915,0.02995016471819907
9700001,97,1,vest,591.0,6.59288754194,62.332500446000005,0.034567672167423534
4200002,42,2,vest,526.0,5.834625203330001,59.818088664099996,0.026306537363405425
8900001,89,1,vest,480.0,6.11860856651,61.9197009441,0.020697207874839703
8200004,82,4,vest,464.0,5.39112429574,61.250542204300004,0.030434386099113513
8500002,85,2,vest,429.0,5.519099890950001,61.565339554,0.02874251580896408
5500004,55,4,vest,307.0,5.4393961948300005,60.2510816641,0.03315640630770616
9100002,91,2,vest,252.0,5.166490276969999,62.1624295659,0.02881947610617667
10500001,105,1,vest,235.0,7.7260648214,62.793199794399996,0.03990614347202867
10100001,101,1,vest,159.0,6.617669491769999,62.5313953706,0.0480039720185814
8100001,81,1,vest,51.0,4.936724871619999,61.135485178900005,0.030657972400358502
200268,2,268,ost,1467.0,8.4498700777,61.8029356267,0.024325333094141765
200025,2,25,ost,1326.0,9.274603970669999,61.817371638900006,0.032910860577382996
1200137,12,137,ost,1261.0,8.726649701080001,60.7896772649,0.0420239815313635
1500079,15,79,ost,1229.0,8.26391836472,60.38209406560001,0.02551250665228877
200032,2,32,ost,1205.0,10.2221190528,61.8519384984,0.033279881060306125
200614,2,614,ost,1186.0,9.4051525261,61.858566968699996,0.043202385960115115
200145,2,145,ost,1139.0,10.2775323649,61.3333848,0.0397652251338221
200129,2,129,ost,1099.0,10.4510651639,62.192230127399995,0.04870246803132495
1200097,12,97,ost,1071.0,9.23131507953,60.4719194017,0.03835420431798618
1500049,15,49,ost,1028.0,8.47906451083,60.4929660414,0.03269975781247885
1600066,16,66,ost,1005.0,8.32061475723,59.8355481776,0.04381732833735522
200011,2,11,ost,939.0,11.4787835648,62.361318225699996,0.05312043058627747
1200070,12,70,ost,936.0,9.626174239760001,60.951901790200004,0.04841358799162862
1600075,16,75,ost,905.0,8.06738831823,59.6731716234,0.034107676565772405
1600010,16,10,ost,852.0,8.993230506849999,59.611714265699995,0.045988637411802605
200028,2,28,ost,850.0,10.2708853271,61.215376837700006,0.0559845609201522
31100460,311,460,ost,837.0,12.0183481106,61.664878959700005,0.046921945371802234
1600051,16,51,ost,820.0,8.87475984036,59.4320111184,0.04300674535540152
200604,2,604,ost,817.0,11.560652424,60.8742120704,0.04835338500546538
200267,2,267,ost,807.0,11.2418943207,61.7111157512,0.046285098056816264
31100004,311,4,ost,782.0,11.940042970799999,61.91996114729999,0.04954236045958297
31100006,311,6,ost,781.0,12.322495811,61.2590776466,0.048695999206234714
1500021,15,21,ost,574.0,9.55479775351,59.70734406890001,0.04877021484238874
1600194,16,194,ost,491.0,8.7857909192,59.3490717296,0.05420886453503826
200142,2,142,ost,411.0,12.0471248084,60.641170209799995,0.0608531723294802
2000002,20,2,sor,763.0,8.10052523255,58.8396329494,0.04516625058434398
2400009,24,9,sor,588.0,7.223347914,58.4011394637,0.04000144274909144
2200004,22,4,sor,560.0,7.527672218139999,58.1202369475,0.04335027998500453
2200016,22,16,sor,447.0,7.584351336010001,58.445609965100005,0.042564878403712626
2000003,20,3,sor,354.0,8.20306070728,58.330464422700004,0.0479590432320445
2800007,28,7,sor,178.0,5.646998685850001,58.6927500209,0.04284212425595649
